,Skip,Loss,train-acc,test-acc
101,2729.0,0.16203563491097883,94.5,91.45
102,2809.0,0.15818858621319912,94.58333333333333,91.54
103,2908.0,0.15122630058754294,94.85249999999999,91.77
104,3010.0,0.14907584958799416,94.97,91.69
105,3307.0,0.12731739148602356,95.89999999999999,91.54
106,3606.0,0.13047135411849012,95.635,91.83
107,3917.0,0.1307828437598655,95.64333333333333,91.72
108,4213.0,0.12972667058362275,95.61500000000001,91.67
109,4507.0,0.12981837936521043,95.608,91.91
110,4810.0,0.12742482791503426,95.86,91.8
111,5120.0,0.12752317215135553,95.775,91.75
112,5416.0,0.1240757773371879,95.91,91.83
113,5731.0,0.12393075254759606,95.865,91.81
114,6053.0,0.12232895846568863,95.93199999999999,91.82
115,6379.0,0.11589772199909203,96.25,91.72
116,6690.0,0.11853413992162677,96.095,91.99
117,6996.0,0.11838964185064348,96.05,91.97
118,7313.0,0.11807594857139338,96.055,92.05
119,7613.0,0.11746655513787409,96.1,92.04
120,7942.0,0.1138060493437224,96.23,91.99
121,8275.0,0.10993165827615303,96.375,91.83
122,8599.0,0.10870553090822067,96.43666666666667,92.06
123,8907.0,0.10914117885749874,96.45,91.98
124,9231.0,0.11042231356136617,96.38,91.82
125,9549.0,0.11075506790282089,96.17999999999999,91.73
126,9877.0,0.11060020395588072,96.26,91.74
127,10205.0,0.10937669176931376,96.36,91.97
128,10548.0,0.10824398125865264,96.455,91.79
129,10857.0,0.10723738009091467,96.504,92.04
130,11187.0,0.0962529382101493,96.96000000000001,91.87
131,11507.0,0.09632465119520202,96.85000000000001,92.05
132,11851.0,0.09838322673378086,96.73,91.78
133,12172.0,0.0996949655862918,96.695,92.01
134,12494.0,0.10064905518507003,96.666,91.79
135,12850.0,0.09950100747714169,96.75,92.1
136,13193.0,0.09710853072821919,96.785,91.8
137,13521.0,0.09860363175978758,96.77333333333334,91.96
138,13870.0,0.09982883376961946,96.69,92.05
139,14196.0,0.10098124727424437,96.658,91.99
140,14516.0,0.09712218847816985,96.81,92.06
141,14827.0,0.09913554429582291,96.705,91.9
142,15176.0,0.09766582122557156,96.74333333333334,92.1
143,15516.0,0.0962640256108025,96.7675,91.9
144,15849.0,0.09619585745492076,96.784,91.98
145,16178.0,0.09173143945966149,97.02,92.21
146,16502.0,0.09399065760531812,96.955,92.04
147,16854.0,0.09424057638467154,96.98,92.16
148,17194.0,0.09326535337834867,96.985,91.86
149,17557.0,0.09205253963634896,97.05,92.23
