,Loss,train-acc,test-acc
0,4.201190314245224,4.746,32.7
1,3.668276587152481,11.602,47.5
2,3.3570273095846175,17.022000000000002,54.55
3,3.0903116149187086,22.292,63.99
4,2.864038203907013,26.582,68.82
5,2.646828196167946,30.912,72.96
6,2.484128961098194,34.504000000000005,75.41
7,2.3602643254518507,37.344,75.96
8,2.2432066237449644,39.878,78.44
9,2.1467690594792366,42.196,79.76
10,2.0652959728479385,43.906,81.96
11,1.9816030175566672,46.135999999999996,81.87
12,1.9065682505488395,47.812,83.08
13,1.8375674686193466,49.514,84.24
14,1.793426266399026,50.885999999999996,83.46
15,1.7284881119430064,52.17,84.9
16,1.6775627612650394,53.482,84.95
17,1.626204394391179,54.644000000000005,85.49
18,1.5870073860347271,55.582,85.2
19,1.535745329669118,56.946,86.19
20,1.4953846854150294,57.831999999999994,86.25
21,1.4562427944600582,58.764,86.61
22,1.4317790592610835,59.422,86.54
23,1.392607970291376,60.61,86.97
24,1.356854300826788,61.312,87.39
25,1.3201383295863867,62.260000000000005,87.56
26,1.2780240934312344,63.478,87.95
27,1.2630883409142495,63.751999999999995,87.73
28,1.2333155053660274,64.53,87.91
29,1.1970006577432155,65.22,88.39
30,1.021975009301305,70.094,89.61
31,0.9276452204197645,72.64,89.62
32,0.8888003117050975,73.508,89.69
33,0.8750395872414112,74.102,89.75
34,0.855624733864516,74.08,89.74
35,0.8429501936301589,74.676,89.96
36,0.8187312922745943,75.212,89.93
37,0.8043455371752382,75.762,90.0
38,0.7905296980425716,76.128,89.64
39,0.7873994958234951,76.34,89.9
40,0.7719526270888746,76.678,89.79
41,0.7657113670043647,76.884,89.94
42,0.7562126197438687,77.01400000000001,89.77
43,0.7493389575190842,77.088,90.0
44,0.7349904193095863,77.51400000000001,89.82
45,0.7240553001444787,77.892,90.16
46,0.7150253158245236,78.17399999999999,89.88
47,0.7071700740974396,78.282,89.9
48,0.7057463287159801,78.568,89.99
49,0.6878031418133527,78.988,90.07
