,Skip,Loss,train-acc,test-acc
0,0.0,1.8921471796631812,30.709999999999997,44.13
1,0.0,1.7306677457690238,36.9,53.61
2,0.0,1.6160511916478475,41.199999999999996,55.0
3,0.0,1.5253899835646152,44.6975,59.96
4,0.0,1.4529220676004886,47.486,62.61
5,0.0,1.0481803176999092,63.739999999999995,68.09
6,0.0,1.0097493707612157,64.52,71.34
7,0.0,0.9762058352927366,65.74666666666667,72.78
8,4.0,0.9531097077317536,66.645,73.86
9,9.0,0.9307893609046936,67.45400000000001,75.85
10,14.0,0.7715533291995526,73.13,74.44
11,22.0,0.7681687288396061,73.41,74.68
12,32.0,0.7575682703182102,73.85666666666667,78.79
13,44.0,0.7483331280332058,74.1,77.52
14,69.0,0.7364045883074403,74.58200000000001,79.78
15,94.0,0.6432029429487884,78.25,79.67
16,122.0,0.6354675509873777,78.22,79.8
17,156.0,0.6302368469436963,78.45666666666666,80.92
18,197.0,0.6259402571544052,78.495,79.35
19,240.0,0.6233650777194649,78.52,80.92
20,306.0,0.5612959793545306,80.78999999999999,80.02
21,354.0,0.55214527074527,81.0,81.94
22,402.0,0.5509603622686118,81.10666666666667,83.78
23,458.0,0.5478303519771435,81.255,82.34
24,511.0,0.546801362818852,81.27600000000001,83.14
25,590.0,0.4930367540977895,82.98,84.64
26,656.0,0.49810927638411523,82.69999999999999,81.95
27,723.0,0.49585966545095045,82.81333333333333,84.26
28,801.0,0.4913906347686425,82.94749999999999,84.63
29,891.0,0.4899783972840756,83.004,84.53
30,989.0,0.44012816791050136,84.77,84.81
31,1090.0,0.44709442177508024,84.71499999999999,85.03
32,1194.0,0.44899996236898004,84.60666666666667,84.83
33,1283.0,0.44788406981527806,84.6525,83.08
34,1404.0,0.4432817425366491,84.80799999999999,85.2
35,1508.0,0.4218557377010584,85.11,85.57
36,1634.0,0.41728121069772167,85.52499999999999,85.86
37,1765.0,0.41048235061609495,85.85000000000001,86.33
38,1907.0,0.409883059541462,85.77,85.89
39,2050.0,0.40593261943906545,85.99,85.32
40,2209.0,0.3723181830123067,87.12,86.88
41,2353.0,0.3729430038724095,87.095,86.36
42,2506.0,0.36955427198298274,87.11333333333333,86.18
43,2648.0,0.37320819329260846,86.96249999999999,86.66
44,2801.0,0.37322590841799974,87.056,86.92
45,2953.0,0.35863431841880083,87.41,85.68
46,3124.0,0.35269221597188155,87.69500000000001,86.76
