,Skip,Loss,train-acc,test-acc
0,2.0,0.7271748654991388,81.89,88.55
1,25.0,0.5497742986474187,85.64,90.64999999999999
2,63.0,0.46741935805759083,87.45666666666668,91.67
3,129.0,0.42034993281564675,88.63,92.64
4,209.0,0.38943433019761,89.348,93.71000000000001
5,286.0,0.36334005097687866,89.98,94.03
6,411.0,0.20840378368180246,94.11,94.14
7,547.0,0.2034826794755645,94.23,94.82000000000001
8,705.0,0.19377657128296172,94.46666666666667,95.12
9,885.0,0.18961410981591326,94.6475,95.19999999999999
10,1096.0,0.18338707156907766,94.84,95.69
11,1309.0,0.17962589417677371,94.92666666666668,95.74000000000001
12,1543.0,0.1381568828667514,96.08,95.94
13,1788.0,0.13541154178697615,96.185,95.99
14,2071.0,0.13078926567275387,96.29333333333334,96.26
15,2323.0,0.12954778841801454,96.32,96.3
16,2600.0,0.12746781972027385,96.41,96.43
17,2863.0,0.12733836216857888,96.40333333333334,96.78
18,3178.0,0.10337584914220498,97.14,96.67999999999999
19,3493.0,0.09852177791978466,97.235,96.75
20,3848.0,0.09974713961570524,97.23666666666666,96.94
21,4183.0,0.10017638851776428,97.24000000000001,97.15
22,4513.0,0.1000239931512042,97.234,97.06
23,4875.0,0.09890972647729601,97.28,97.41
24,5222.0,0.08131316612742376,97.72,97.18
25,5597.0,0.08135007541597589,97.83500000000001,97.36
26,5953.0,0.08252143009686067,97.70333333333333,97.09
27,6340.0,0.08028323489584727,97.77,97.28999999999999
28,6733.0,0.07951862972748931,97.8,97.26
29,7104.0,0.0798297444911732,97.80166666666666,97.49
30,7503.0,0.07139896038605366,98.14,97.55
31,7905.0,0.06868132253582007,98.225,97.55
32,8323.0,0.06717333604255692,98.20333333333333,97.39
33,8738.0,0.06692338613484754,98.19,97.65
34,9146.0,0.06636037692772224,98.214,97.68
35,9551.0,0.06610657782036772,98.19333333333333,97.52
36,9992.0,0.054247054025006944,98.56,97.61
37,10428.0,0.05620636269779061,98.5,97.50999999999999
38,10862.0,0.05729522882087622,98.47666666666667,97.72999999999999
39,11291.0,0.05713066740499926,98.475,97.72
40,11765.0,0.05553548938444583,98.52,97.67
41,12222.0,0.055328249986390195,98.52499999999999,97.71
42,12702.0,0.042641551181382964,99.06,97.81
43,13169.0,0.04495764196745586,98.97500000000001,97.84
44,13611.0,0.04590693027521289,98.91333333333333,97.92
45,14075.0,0.04582150416382501,98.89250000000001,97.7
46,14526.0,0.04699662944523734,98.83,97.83
47,15025.0,0.04719086874194909,98.79833333333333,97.88
48,15503.0,0.041239186676190004,99.03,97.87
49,15965.0,0.04127944571840635,99.02,97.78999999999999
50,16474.0,0.04194354778947309,98.95333333333333,97.92999999999999
51,16979.0,0.04120458765153307,98.9525,98.06
52,17496.0,0.04053130743766087,98.932,97.76
53,18010.0,0.040700870563676286,98.925,97.84
54,18529.0,0.03618467783115921,99.09,97.86
55,19060.0,0.03398383404198103,99.195,97.95
56,19556.0,0.036375738812683266,99.11666666666666,98.02
57,20089.0,0.03558990142120092,99.13499999999999,98.03
58,20605.0,0.03505477665832441,99.136,97.97
59,21137.0,0.035127685144866215,99.13499999999999,98.06
60,21691.0,0.024602795926046382,99.53,98.14
61,22235.0,0.026382283181428646,99.41,98.05
62,22751.0,0.029290381835126028,99.33333333333333,97.96000000000001
63,23311.0,0.029891134866435097,99.29249999999999,98.08
64,23836.0,0.030055729138331662,99.304,97.84
65,24383.0,0.030334349861845113,99.275,97.87
66,24917.0,0.0254793197218969,99.44,98.1
67,25481.0,0.025030782827991063,99.41499999999999,98.07000000000001
68,26038.0,0.026262643177828674,99.39,98.02
69,26588.0,0.026704648294222352,99.3725,97.98
70,27150.0,0.026303444436818244,99.392,98.07000000000001
71,27704.0,0.02629486752783123,99.40166666666667,98.02
72,28295.0,0.019060801492552855,99.6,98.17
73,28873.0,0.021464036293764366,99.52,97.98
74,29432.0,0.021685387956322907,99.53333333333333,98.18
75,29999.0,0.022064898086558968,99.52250000000001,98.0
76,30581.0,0.02257580845771008,99.5,97.96000000000001
77,31170.0,0.022707925371315166,99.48833333333333,98.04
78,31768.0,0.020751906397767014,99.7,97.72
79,32362.0,0.0199882389259692,99.69,98.17
80,32949.0,0.020134284747829953,99.64333333333333,98.17
81,33536.0,0.02065736372097854,99.6025,98.08
82,34131.0,0.02051013209331577,99.612,98.18
83,34719.0,0.021046539548635338,99.58166666666666,98.11
84,35323.0,0.016958460138917872,99.61,98.15
85,35937.0,0.016688795363099414,99.63499999999999,98.00999999999999
86,36558.0,0.016829310547315495,99.63333333333333,98.11
87,37189.0,0.01733051435256948,99.6275,98.02
88,37809.0,0.017426698357590066,99.63,98.1
89,38397.0,0.01810416797313519,99.61166666666666,98.07000000000001
90,39033.0,0.015339782902472506,99.79,98.15
91,39646.0,0.014263388170375037,99.815,98.11999999999999
92,40293.0,0.015087666251130335,99.77666666666667,98.21
93,40900.0,0.015554440074311969,99.7325,98.02
94,41531.0,0.015362840933686676,99.74199999999999,98.18
95,42174.0,0.015124670898832846,99.75166666666667,98.17
96,42799.0,0.013270261045341613,99.77000000000001,98.02
97,43451.0,0.013278788889583665,99.775,98.22999999999999
98,44103.0,0.012846773037081826,99.8,98.16
99,44767.0,0.012362266505533626,99.81,98.03
100,45429.0,0.012320263573944248,99.806,98.09
101,46080.0,0.012467425379766913,99.79666666666667,98.07000000000001
102,46743.0,0.009943507857045916,99.92999999999999,98.13
103,47403.0,0.010659084938471551,99.86500000000001,98.11
104,48065.0,0.010427837737766519,99.87666666666667,98.22
105,48744.0,0.010664355477200616,99.8525,98.17
106,49404.0,0.01083340328959839,99.83999999999999,98.22
107,50080.0,0.01075381581771838,99.83999999999999,98.13
108,50777.0,0.008610594160747496,99.87,98.05
109,51440.0,0.009007833428005142,99.86500000000001,98.16
110,52132.0,0.00901127475619008,99.87333333333333,98.19
111,52802.0,0.00918337695339369,99.8725,98.25
112,53474.0,0.009461107704103414,99.858,98.17
113,54124.0,0.009820166604436811,99.86333333333334,98.16
114,54813.0,0.00709900331921699,99.95,98.22
115,55485.0,0.007694116520496891,99.95,98.25
116,56160.0,0.007976155355502404,99.92,98.14
117,56834.0,0.008296034792103939,99.91499999999999,98.1
118,57504.0,0.008531531392084457,99.914,98.22
119,58176.0,0.009067757536276854,99.89166666666667,98.22
