,Loss,train-acc,test-acc
0,0.36399017957411706,90.07166666666667,93.89999999999999
1,0.18198791651412224,94.78999999999999,95.6
2,0.13188535928245013,96.275,96.57
3,0.1037997513274507,97.18666666666667,96.88
4,0.08525056891546895,97.65333333333334,97.2
5,0.07199682784434602,98.04833333333333,97.45
6,0.062051763005792356,98.31833333333333,97.54
7,0.053926088340643524,98.58333333333333,97.75
8,0.047198249497940804,98.75833333333334,97.77
9,0.04191319178501241,98.93333333333332,97.8
10,0.03719658517142792,99.08166666666666,97.84
11,0.033293116314130504,99.21,97.92999999999999
12,0.029799192096293458,99.335,98.0
13,0.02676561194742802,99.41666666666666,98.09
14,0.024210336548241684,99.49666666666667,98.15
15,0.021999913669134306,99.55333333333334,97.98
16,0.019855967586033633,99.62666666666667,98.14
17,0.018031961319321152,99.70333333333333,98.02
18,0.016432827638299084,99.74833333333333,98.13
19,0.015025390343309481,99.8,98.1
