,Loss,train-acc,test-acc
0,0.8630988673456014,77.62,89.37
1,0.6115188175123185,83.645,90.99000000000001
2,0.5132698308664063,86.08666666666667,92.05
3,0.4528419859169517,87.6275,92.75
4,0.4162716783603653,88.56,93.31
5,0.38636915307103964,89.35,93.60000000000001
6,0.21598537498340012,94.03,94.26
7,0.2049496184224263,94.28,94.51
8,0.1976699660058754,94.5,94.89
9,0.19248795555788092,94.52000000000001,94.94
10,0.19059852860420942,94.562,95.16
11,0.1861096856559161,94.67333333333333,95.61
12,0.1525102718612179,95.97,95.78999999999999
13,0.14737239408283495,95.91499999999999,95.91
14,0.14247823325459225,95.99333333333333,96.17
15,0.13871019839745713,96.1625,96.46000000000001
16,0.136642961570248,96.23,96.34
17,0.13461353433458134,96.24833333333333,96.53
18,0.10904521048814059,96.92,96.57
19,0.11205421739327721,96.87,96.69
20,0.1115809346739358,96.96000000000001,96.88
21,0.10930440895591163,97.0275,96.89
22,0.10807074492368847,97.042,96.92
23,0.10577352705229229,97.125,96.63000000000001
24,0.08949631137575488,97.58,97.04
25,0.09447667454043403,97.37,97.11
26,0.0922345555210874,97.42333333333333,97.23
27,0.08950191285146866,97.4975,97.2
28,0.08871449837114197,97.53,97.13000000000001
29,0.08679884216664747,97.58833333333334,97.2
30,0.06821144373971037,98.22,97.19
31,0.07303897494587,98.09,97.33000000000001
32,0.07350684540177463,98.07333333333334,97.39
33,0.0733567056213651,98.0275,97.47
34,0.07378813674662961,98.002,97.46000000000001
35,0.07318794370196216,98.01166666666667,97.49
36,0.06305324134696275,98.32,97.57000000000001
37,0.06313092020299518,98.37,97.54
38,0.06338189917965792,98.32,97.52
39,0.06250411655570497,98.31,97.48
40,0.06282587407951942,98.282,97.56
41,0.06268757517490788,98.29166666666667,97.55
42,0.05196215000998927,98.66,97.65
43,0.05284921450674301,98.705,97.64
44,0.05419652240849488,98.59333333333333,97.66
45,0.05460207721055485,98.555,97.69
46,0.05479756486703409,98.538,97.72
47,0.054676492922910255,98.53166666666667,97.66
48,0.045494169867713936,98.88,97.72
49,0.044792135654075534,98.885,97.83
50,0.04642316293504943,98.77333333333334,97.84
51,0.047910478471501844,98.7025,97.81
52,0.04828151730463141,98.706,97.78999999999999
53,0.047865418814724156,98.72333333333333,97.72
54,0.03857238753157435,99.03999999999999,97.77
55,0.04152025973401032,98.97,97.72999999999999
56,0.042446083547722085,98.92666666666666,97.89
57,0.04231097585130192,98.9325,97.89
58,0.04196993211870431,98.944,97.83
59,0.042438385772218076,98.905,97.76
60,0.03661887567807571,99.19,97.96000000000001
61,0.03663558403668867,99.11,97.85000000000001
62,0.037531799779603414,99.08666666666667,97.92
63,0.037131202181590196,99.075,97.8
64,0.036908385871743665,99.08200000000001,97.96000000000001
65,0.0375374952869873,99.07000000000001,97.75
66,0.03149062299382058,99.31,97.96000000000001
67,0.033510764279548313,99.25,97.94
68,0.033231396231310405,99.24666666666667,97.91
69,0.03309727322656181,99.2275,97.94
70,0.033879173470666865,99.206,97.99
71,0.03358328459634989,99.21166666666666,97.91
72,0.02779356573311088,99.41,98.04
73,0.030190442573504696,99.3,98.05
74,0.03006469123250281,99.3,98.07000000000001
75,0.03008793039053853,99.3075,97.94
76,0.030117186316970038,99.324,97.92999999999999
77,0.0301569235721084,99.30499999999999,97.82
78,0.027051349191126065,99.4,97.99
79,0.02699430288619624,99.435,98.11
80,0.026899425125874888,99.42333333333333,98.00999999999999
81,0.026338010116236547,99.455,98.02
82,0.02694285356030741,99.432,98.02
83,0.027085419009027344,99.41333333333333,98.07000000000001
84,0.022334929884120357,99.57000000000001,97.99
85,0.02269316038526813,99.555,97.89
86,0.023541168771189405,99.53666666666666,98.04
87,0.023521432786934384,99.51,98.09
88,0.02398894103818893,99.504,97.97
89,0.024337268695258294,99.51,98.11999999999999
90,0.022560109686775832,99.59,98.03
91,0.021742024837756616,99.61,98.04
92,0.022230269192295964,99.56333333333333,98.08
93,0.022051094376361106,99.57249999999999,97.97
94,0.02227648582965121,99.566,98.08
95,0.022219144265758585,99.54666666666667,97.99
96,0.022971243787607818,99.62,98.09
97,0.020724295661480936,99.64,98.05
98,0.020673214194077444,99.62333333333333,98.00999999999999
99,0.019804215286055298,99.66000000000001,98.11
100,0.01976286456312082,99.656,98.05
101,0.020021181068601436,99.64166666666667,98.11999999999999
102,0.019605508175671277,99.69,98.07000000000001
103,0.018407055236897577,99.715,98.05
104,0.018269898014024268,99.73333333333333,98.11
105,0.018354367716285198,99.7175,98.07000000000001
106,0.01846136337020289,99.708,98.18
107,0.01821653844172882,99.71,98.00999999999999
108,0.016485817680593755,99.81,98.04
109,0.01702510361612258,99.76,98.0
110,0.016799150772647407,99.74,98.11
111,0.016734136154734187,99.7475,98.09
112,0.016909327995623606,99.732,98.11999999999999
113,0.0166970655885713,99.73666666666666,98.18
114,0.014723931446205825,99.85000000000001,98.02
115,0.014453452004076097,99.855,98.11999999999999
116,0.014770616795888297,99.83666666666666,98.07000000000001
117,0.014603916067897444,99.8275,98.13
118,0.015126643950944709,99.806,98.05
119,0.01515807055003946,99.8,98.07000000000001
